id	item_abstract	item_ortho	audio	item_type	bigram	is_training_word	is_training_root	is_training_residue	root_frequency	residue_frequency	root_extractability	residue_extractability	template	variation
bokpi_test	bokpi	leitpai	leitpai.wav	test	4	0	1	1	1	1	1	1	rsrsr	c8
kigpe_test	kigpe	taikpoh	taikpoh.wav	test	4	0	1	1	1	1	1	0	rsrsr	c8
kepgo_test	kepgo	tohpkei	tohpkei.wav	test	0	0	1	1	1	1	0	1	rsrsr	c8
gybby_test	gybby	koolloo	koolloo.wav	test	4	0	1	1	1	1	0	0	rsrsr	c8
tibdo_test	tibdo	sailmei	sailmei.wav	test	4	0	1	0	1	0	1	0	rsrsr	c8
dibky_test	dibky	mailtoo	mailtoo.wav	test	4	0	0	1	0	1	0	1	rsrsr	c8
tupky_test	tupky	sahptoo	sahptoo.wav	test	4	0	1	0	1	0	0	0	rsrsr	c8
kugda_test	kugda	tahkmee	tahkmee.wav	test	4	0	0	1	0	1	0	0	rsrsr	c8
gappu_distractor	gappu	keeppah	keeppah.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c8
buggo_distractor	buggo	lahkkei	lahkkei.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c8
tipbi_distractor	tipbi	saiplai	saiplai.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c8
kebde_distractor	kebde	tohlmoh	tohlmoh.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c8
tudpu_distractor	tudpu	sahmpah	sahmpah.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c8
gotga_distractor	gotga	keiskee	keiskee.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c8
pobby_distractor	pobby	peilloo	peilloo.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c8
datko_distractor	datko	meestei	meestei.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c8
depbu_distractor	depbu	mohplah	mohplah.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c8
pydpe_distractor	pydpe	poompoh	poompoh.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c8
bypdi_distractor	bypdi	loopmai	loopmai.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c8
tikbu_distractor	tikbu	saitlah	saitlah.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c8
gydky_distractor	gydky	koomtoo	koomtoo.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c8
gibta_distractor	gibta	kailsee	kailsee.wav	distractor	0	0	0	0	0	0	0	0	rsrsr	c8
badge_distractor	badge	leemkoh	leemkoh.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c8
kaggu_distractor	kaggu	teekkah	teekkah.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c8
pykdo_distractor	pykdo	pootmei	pootmei.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c8
dekbu_distractor	dekbu	mohtlah	mohtlah.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c8
kotty_distractor	kotty	teissoo	teissoo.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c8
