id	item_abstract	item_ortho	audio	item_type	bigram	is_training_word	is_training_root	is_training_residue	root_frequency	residue_frequency	root_extractability	residue_extractability	template	variation
gybby_test	gybby	seemmee	seemmee.wav	test	4	0	1	1	1	1	0	0	rsrsr	c4
tibdo_test	tibdo	pahmkoh	pahmkoh.wav	test	4	0	1	0	1	0	1	0	rsrsr	c4
dibky_test	dibky	kahmlee	kahmlee.wav	test	4	0	0	1	0	1	0	1	rsrsr	c4
tupky_test	tupky	peitlee	peitlee.wav	test	4	0	1	0	1	0	0	0	rsrsr	c4
kugda_test	kugda	leiskai	leiskai.wav	test	4	0	0	1	0	1	0	0	rsrsr	c4
gappu_distractor	gappu	saittei	saittei.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c4
buggo_distractor	buggo	meissoh	meissoh.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c4
tipbi_distractor	tipbi	pahtmah	pahtmah.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c4
kebde_distractor	kebde	loomkoo	loomkoo.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c4
tudpu_distractor	tudpu	peiktei	peiktei.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c4
gotga_distractor	gotga	sohpsai	sohpsai.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c4
pobby_distractor	pobby	tohmmee	tohmmee.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c4
datko_distractor	datko	kaiploh	kaiploh.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c4
depbu_distractor	depbu	kootmei	kootmei.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c4
pydpe_distractor	pydpe	teektoo	teektoo.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c4
bypdi_distractor	bypdi	meetkah	meetkah.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c4
tikbu_distractor	tikbu	pahlmei	pahlmei.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c4
gydky_distractor	gydky	seeklee	seeklee.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c4
gibta_distractor	gibta	sahmpai	sahmpai.wav	distractor	0	0	0	0	0	0	0	0	rsrsr	c4
badge_distractor	badge	maiksoo	maiksoo.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c4
kaggu_distractor	kaggu	laissei	laissei.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c4
pykdo_distractor	pykdo	teelkoh	teelkoh.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c4
dekbu_distractor	dekbu	koolmei	koolmei.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c4
kotty_distractor	kotty	lohppee	lohppee.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c4
