id	item_abstract	item_ortho	audio	item_type	bigram	is_training_word	is_training_root	is_training_residue	root_frequency	residue_frequency	root_extractability	residue_extractability	template	variation
pakdy_train	pakdy	mahtsee	mahtsee.wav	train	64	1	1	1	4	4	1	1	rrrss	a1
digga_train	digga	sohppah	sohppah.wav	train	16	1	1	1	4	1	1	1	rrrss	a1
gidte_train	gidte	pohsloo	pohsloo.wav	train	4	1	1	1	1	4	1	1	rrrss	a1
kudky_train	kudky	taistee	taistee.wav	train	1	1	1	1	1	1	0	0	rrrss	a1
batda_train	batda	kahlsah	kahlsah.wav	train	1	1	1	1	1	1	0	0	rrrss	a1
gekbe_train	gekbe	pootkoo	pootkoo.wav	train	1	1	1	1	1	1	0	0	rrrss	a1
pybgy_train	pybgy	meekpee	meekpee.wav	train	1	1	1	1	1	1	0	0	rrrss	a1
tagti_train	tagti	lahploh	lahploh.wav	train	1	1	1	1	1	1	0	0	rrrss	a1
kibpu_train	kibpu	tohkmai	tohkmai.wav	train	1	1	1	1	1	1	0	0	rrrss	a1
pegko_train	pegko	mooptei	mooptei.wav	train	1	1	1	1	1	1	0	0	rrrss	a1
keptu_train	keptu	toomlai	toomlai.wav	train	16	1	1	1	4	1	1	1	rrrss	a1
topgu_train	topgu	leimpai	leimpai.wav	train	4	1	1	1	1	4	1	1	rrrss	a1
butpi_train	butpi	kailmoh	kailmoh.wav	train	16	1	1	1	4	1	1	1	rrrss	a1
dotbi_train	dotbi	seilkoh	seilkoh.wav	train	4	1	1	1	1	4	1	1	rrrss	a1
bykka_train	bykka	keettah	keettah.wav	train	4	1	1	1	1	4	1	1	rrrss	a1
tydde_train	tydde	leessoo	leessoo.wav	train	16	1	1	1	4	1	1	1	rrrss	a1
gobbo_train	gobbo	peikkei	peikkei.wav	train	16	1	1	1	4	1	1	1	rrrss	a1
duppo_train	duppo	saimmei	saimmei.wav	train	4	1	1	1	1	4	1	1	rrrss	a1
pakte_train	pakte	mahtloo	mahtloo.wav	train	64	1	1	1	4	4	1	1	rrrss	a1
digdy_train	digdy	sohpsee	sohpsee.wav	train	64	1	1	1	4	4	1	1	rrrss	a1
pakgu_train	pakgu	mahtpai	mahtpai.wav	train	64	1	1	1	4	4	1	1	rrrss	a1
kepdy_train	kepdy	toomsee	toomsee.wav	train	64	1	1	1	4	4	1	1	rrrss	a1
pakpo_train	pakpo	mahtmei	mahtmei.wav	train	64	1	1	1	4	4	1	1	rrrss	a1
gobdy_train	gobdy	peiksee	peiksee.wav	train	64	1	1	1	4	4	1	1	rrrss	a1
digbi_train	digbi	sohpkoh	sohpkoh.wav	train	64	1	1	1	4	4	1	1	rrrss	a1
butte_train	butte	kailloo	kailloo.wav	train	64	1	1	1	4	4	1	1	rrrss	a1
digpo_train	digpo	sohpmei	sohpmei.wav	train	64	1	1	1	4	4	1	1	rrrss	a1
gobte_train	gobte	peikloo	peikloo.wav	train	64	1	1	1	4	4	1	1	rrrss	a1
kepbi_train	kepbi	toomkoh	toomkoh.wav	train	64	1	1	1	4	4	1	1	rrrss	a1
butgu_train	butgu	kailpai	kailpai.wav	train	64	1	1	1	4	4	1	1	rrrss	a1
kepka_train	kepka	toomtah	toomtah.wav	train	64	1	1	1	4	4	1	1	rrrss	a1
tydgu_train	tydgu	leespai	leespai.wav	train	64	1	1	1	4	4	1	1	rrrss	a1
butka_train	butka	kailtah	kailtah.wav	train	64	1	1	1	4	4	1	1	rrrss	a1
tydbi_train	tydbi	leeskoh	leeskoh.wav	train	64	1	1	1	4	4	1	1	rrrss	a1
gobka_train	gobka	peiktah	peiktah.wav	train	64	1	1	1	4	4	1	1	rrrss	a1
tydpo_train	tydpo	leesmei	leesmei.wav	train	64	1	1	1	4	4	1	1	rrrss	a1
pakdy_test	pakdy	mahtsee	mahtsee.wav	test	64	1	1	1	4	4	1	1	rrrss	a1
digga_test	digga	sohppah	sohppah.wav	test	16	1	1	1	4	1	1	1	rrrss	a1
gidte_test	gidte	pohsloo	pohsloo.wav	test	4	1	1	1	1	4	1	1	rrrss	a1
kudky_test	kudky	taistee	taistee.wav	test	1	1	1	1	1	1	0	0	rrrss	a1
kepgu_test	kepgu	toompai	toompai.wav	test	64	0	1	1	4	4	1	1	rrrss	a1
butde_test	butde	kailsoo	kailsoo.wav	test	16	0	1	1	4	1	1	1	rrrss	a1
bykbi_test	bykbi	keetkoh	keetkoh.wav	test	4	0	1	1	1	4	1	1	rrrss	a1
gobbe_test	gobbe	peikkoo	peikkoo.wav	test	16	0	1	1	4	1	1	0	rrrss	a1
batpo_test	batpo	kahlmei	kahlmei.wav	test	4	0	1	1	1	4	0	1	rrrss	a1
tydge_test	tydge	leespoo	leespoo.wav	test	16	0	1	0	4	0	1	0	rrrss	a1
degka_test	degka	sooptah	sooptah.wav	test	4	0	0	1	0	4	0	1	rrrss	a1
toptu_test	toptu	leimlai	leimlai.wav	test	1	0	1	1	1	1	1	1	rrrss	a1
dupti_test	dupti	saimloh	saimloh.wav	test	1	0	1	1	1	1	1	0	rrrss	a1
pybbo_test	pybbo	meekkei	meekkei.wav	test	1	0	1	1	1	1	0	1	rrrss	a1
kibko_test	kibko	tohktei	tohktei.wav	test	1	0	1	1	1	1	0	0	rrrss	a1
dotpy_test	dotpy	seilmee	seilmee.wav	test	1	0	1	0	1	0	1	0	rrrss	a1
pekpi_test	pekpi	mootmoh	mootmoh.wav	test	1	0	0	1	0	1	0	1	rrrss	a1
gekdu_test	gekdu	pootsai	pootsai.wav	test	1	0	1	0	1	0	0	0	rrrss	a1
tupda_test	tupda	laimsah	laimsah.wav	test	1	0	0	1	0	1	0	0	rrrss	a1
pobke_distractor	pobke	meiktoo	meiktoo.wav	distractor	64	0	0	0	0	0	0	0	rrrss	a1
gupty_distractor	gupty	paimlee	paimlee.wav	distractor	16	0	0	0	0	0	0	0	rrrss	a1
katpe_distractor	katpe	tahlmoo	tahlmoo.wav	distractor	4	0	0	0	0	0	0	0	rrrss	a1
kybge_distractor	kybge	teekpoo	teekpoo.wav	distractor	1	0	0	0	0	0	0	0	rrrss	a1
dydbu_distractor	dydbu	seeskai	seeskai.wav	distractor	64	0	0	0	0	0	0	0	rrrss	a1
pigpa_distractor	pigpa	mohpmah	mohpmah.wav	distractor	16	0	0	0	0	0	0	0	rrrss	a1
tekpy_distractor	tekpy	lootmee	lootmee.wav	distractor	4	0	0	0	0	0	0	0	rrrss	a1
depdi_distractor	depdi	soomsoh	soomsoh.wav	distractor	16	0	0	0	0	0	0	0	rrrss	a1
gupdu_distractor	gupdu	paimsai	paimsai.wav	distractor	4	0	0	0	0	0	0	0	rrrss	a1
bidgo_distractor	bidgo	kohspei	kohspei.wav	distractor	16	0	0	0	0	0	0	0	rrrss	a1
bakto_distractor	bakto	kahtlei	kahtlei.wav	distractor	4	0	0	0	0	0	0	0	rrrss	a1
tudki_distractor	tudki	laistoh	laistoh.wav	distractor	1	0	0	0	0	0	0	0	rrrss	a1
begku_distractor	begku	kooptai	kooptai.wav	distractor	1	0	0	0	0	0	0	0	rrrss	a1
kopta_distractor	kopta	teimlah	teimlah.wav	distractor	1	0	0	0	0	0	0	0	rrrss	a1
