id	item_abstract	item_ortho	audio	item_type	bigram	is_training_word	is_training_root	is_training_residue	root_frequency	residue_frequency	root_extractability	residue_extractability	template	variation
kepbi_train	kepbi	toosmoh	toosmoh.wav	train	64	1	1	1	4	4	1	1	rrrss	a2
butgu_train	butgu	mahklah	mahklah.wav	train	64	1	1	1	4	4	1	1	rrrss	a2
kepka_train	kepka	toostee	toostee.wav	train	64	1	1	1	4	4	1	1	rrrss	a2
tydgu_train	tydgu	keiplah	keiplah.wav	train	64	1	1	1	4	4	1	1	rrrss	a2
butka_train	butka	mahktee	mahktee.wav	train	64	1	1	1	4	4	1	1	rrrss	a2
tydbi_train	tydbi	keipmoh	keipmoh.wav	train	64	1	1	1	4	4	1	1	rrrss	a2
gobka_train	gobka	laimtee	laimtee.wav	train	64	1	1	1	4	4	1	1	rrrss	a2
tydpo_train	tydpo	keipsai	keipsai.wav	train	64	1	1	1	4	4	1	1	rrrss	a2
pakdy_test	pakdy	seetpei	seetpei.wav	test	64	1	1	1	4	4	1	1	rrrss	a2
digga_test	digga	pohllee	pohllee.wav	test	16	1	1	1	4	1	1	1	rrrss	a2
gidte_test	gidte	lohpkoo	lohpkoo.wav	test	4	1	1	1	1	4	1	1	rrrss	a2
kudky_test	kudky	tahptei	tahptei.wav	test	1	1	1	1	1	1	0	0	rrrss	a2
kepgu_test	kepgu	tooslah	tooslah.wav	test	64	0	1	1	4	4	1	1	rrrss	a2
butde_test	butde	mahkpoo	mahkpoo.wav	test	16	0	1	1	4	1	1	1	rrrss	a2
bykbi_test	bykbi	meitmoh	meitmoh.wav	test	4	0	1	1	1	4	1	1	rrrss	a2
gobbe_test	gobbe	laimmoo	laimmoo.wav	test	16	0	1	1	4	1	1	0	rrrss	a2
batpo_test	batpo	meeksai	meeksai.wav	test	4	0	1	1	1	4	0	1	rrrss	a2
tydge_test	tydge	keiploo	keiploo.wav	test	16	0	1	0	4	0	1	0	rrrss	a2
degka_test	degka	pooltee	pooltee.wav	test	4	0	0	1	0	4	0	1	rrrss	a2
toptu_test	toptu	kaiskah	kaiskah.wav	test	1	0	1	1	1	1	1	1	rrrss	a2
dupti_test	dupti	pahskoh	pahskoh.wav	test	1	0	1	1	1	1	1	0	rrrss	a2
pybbo_test	pybbo	seimmai	seimmai.wav	test	1	0	1	1	1	1	0	1	rrrss	a2
kibko_test	kibko	tohmtai	tohmtai.wav	test	1	0	1	1	1	1	0	0	rrrss	a2
dotpy_test	dotpy	paiksei	paiksei.wav	test	1	0	1	0	1	0	1	0	rrrss	a2
pekpi_test	pekpi	sootsoh	sootsoh.wav	test	1	0	0	1	0	1	0	1	rrrss	a2
gekdu_test	gekdu	lootpah	lootpah.wav	test	1	0	1	0	1	0	0	0	rrrss	a2
tupda_test	tupda	kahspee	kahspee.wav	test	1	0	0	1	0	1	0	0	rrrss	a2
pobke_distractor	pobke	saimtoo	saimtoo.wav	distractor	64	0	0	0	0	0	0	0	rrrss	a2
gupty_distractor	gupty	lahskei	lahskei.wav	distractor	16	0	0	0	0	0	0	0	rrrss	a2
katpe_distractor	katpe	teeksoo	teeksoo.wav	distractor	4	0	0	0	0	0	0	0	rrrss	a2
kybge_distractor	kybge	teimloo	teimloo.wav	distractor	1	0	0	0	0	0	0	0	rrrss	a2
dydbu_distractor	dydbu	peipmah	peipmah.wav	distractor	64	0	0	0	0	0	0	0	rrrss	a2
pigpa_distractor	pigpa	sohlsee	sohlsee.wav	distractor	16	0	0	0	0	0	0	0	rrrss	a2
tekpy_distractor	tekpy	kootsei	kootsei.wav	distractor	4	0	0	0	0	0	0	0	rrrss	a2
depdi_distractor	depdi	poospoh	poospoh.wav	distractor	16	0	0	0	0	0	0	0	rrrss	a2
gupdu_distractor	gupdu	lahspah	lahspah.wav	distractor	4	0	0	0	0	0	0	0	rrrss	a2
bidgo_distractor	bidgo	mohplai	mohplai.wav	distractor	16	0	0	0	0	0	0	0	rrrss	a2
bakto_distractor	bakto	meetkai	meetkai.wav	distractor	4	0	0	0	0	0	0	0	rrrss	a2
tudki_distractor	tudki	kahptoh	kahptoh.wav	distractor	1	0	0	0	0	0	0	0	rrrss	a2
begku_distractor	begku	mooltah	mooltah.wav	distractor	1	0	0	0	0	0	0	0	rrrss	a2
kopta_distractor	kopta	taiskee	taiskee.wav	distractor	1	0	0	0	0	0	0	0	rrrss	a2
botdo_distractor	botdo	maikpai	maikpai.wav	distractor	1	0	0	0	0	0	0	0	rrrss	a2
gybba_distractor	gybba	leimmee	leimmee.wav	distractor	1	0	0	0	0	0	0	0	rrrss	a2
tibgi_distractor	tibgi	kohmloh	kohmloh.wav	distractor	1	0	0	0	0	0	0	0	rrrss	a2
datku_distractor	datku	peektah	peektah.wav	distractor	1	0	0	0	0	0	0	0	rrrss	a2
gykby_distractor	gykby	leitmei	leitmei.wav	distractor	1	0	0	0	0	0	0	0	rrrss	a2
