id	item_abstract	item_ortho	audio	item_type	bigram	is_training_word	is_training_root	is_training_residue	root_frequency	residue_frequency	root_extractability	residue_extractability	template	variation
detka_test	detka	maikpoo	maikpoo.wav	test	4	1	1	1	1	1	0	0	rsrsr	c5
betpa_test	betpa	laiksoo	laiksoo.wav	test	4	0	1	1	4	4	1	1	rsrsr	c5
kapby_test	kapby	pooslei	pooslei.wav	test	4	0	1	1	4	1	1	1	rsrsr	c5
pidgu_test	pidgu	sohmtah	sohmtah.wav	test	4	0	1	1	1	4	1	1	rsrsr	c5
togde_test	togde	keetmai	keetmai.wav	test	4	0	1	1	4	1	1	0	rsrsr	c5
bodku_test	bodku	leempah	leempah.wav	test	4	0	1	1	1	4	0	1	rsrsr	c5
gedtu_test	gedtu	taimkah	taimkah.wav	test	4	0	1	0	4	0	1	0	rsrsr	c5
pyttu_test	pyttu	seikkah	seikkah.wav	test	4	0	0	1	0	4	0	1	rsrsr	c5
bokpi_test	bokpi	leepsoh	leepsoh.wav	test	4	0	1	1	1	1	1	1	rsrsr	c5
kigpe_test	kigpe	pohtsai	pohtsai.wav	test	4	0	1	1	1	1	1	0	rsrsr	c5
kepgo_test	kepgo	paistee	paistee.wav	test	0	0	1	1	1	1	0	1	rsrsr	c5
gybby_test	gybby	teillei	teillei.wav	test	4	0	1	1	1	1	0	0	rsrsr	c5
tibdo_test	tibdo	kohlmee	kohlmee.wav	test	4	0	1	0	1	0	1	0	rsrsr	c5
dibky_test	dibky	mohlpei	mohlpei.wav	test	4	0	0	1	0	1	0	1	rsrsr	c5
tupky_test	tupky	kahspei	kahspei.wav	test	4	0	1	0	1	0	0	0	rsrsr	c5
kugda_test	kugda	pahtmoo	pahtmoo.wav	test	4	0	0	1	0	1	0	0	rsrsr	c5
gappu_distractor	gappu	toossah	toossah.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c5
buggo_distractor	buggo	lahttee	lahttee.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c5
tipbi_distractor	tipbi	kohsloh	kohsloh.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c5
kebde_distractor	kebde	pailmai	pailmai.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c5
tudpu_distractor	tudpu	kahmsah	kahmsah.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c5
gotga_distractor	gotga	teektoo	teektoo.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c5
pobby_distractor	pobby	seellei	seellei.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c5
datko_distractor	datko	mookpee	mookpee.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c5
depbu_distractor	depbu	maislah	maislah.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c5
pydpe_distractor	pydpe	seimsai	seimsai.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c5
bypdi_distractor	bypdi	leismoh	leismoh.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c5
tikbu_distractor	tikbu	kohplah	kohplah.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c5
gydky_distractor	gydky	teimpei	teimpei.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c5
gibta_distractor	gibta	tohlkoo	tohlkoo.wav	distractor	0	0	0	0	0	0	0	0	rsrsr	c5
badge_distractor	badge	loomtai	loomtai.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c5
kaggu_distractor	kaggu	poottah	poottah.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c5
pykdo_distractor	pykdo	seipmee	seipmee.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c5
dekbu_distractor	dekbu	maiplah	maiplah.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c5
kotty_distractor	kotty	peekkei	peekkei.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c5
