id	item_abstract	item_ortho	audio	item_type	bigram	is_training_word	is_training_root	is_training_residue	root_frequency	residue_frequency	root_extractability	residue_extractability	template	variation
kepgo_test	kepgo	pahskoh	pahskoh.wav	test	0	0	1	1	1	1	0	1	rsrsr	c6
gybby_test	gybby	koolloo	koolloo.wav	test	4	0	1	1	1	1	0	0	rsrsr	c6
tibdo_test	tibdo	teelmoh	teelmoh.wav	test	4	0	1	0	1	0	1	0	rsrsr	c6
dibky_test	dibky	meelpoo	meelpoo.wav	test	4	0	0	1	0	1	0	1	rsrsr	c6
tupky_test	tupky	taispoo	taispoo.wav	test	4	0	1	0	1	0	0	0	rsrsr	c6
kugda_test	kugda	paikmei	paikmei.wav	test	4	0	0	1	0	1	0	0	rsrsr	c6
gappu_distractor	gappu	keissai	keissai.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c6
buggo_distractor	buggo	laikkoh	laikkoh.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c6
tipbi_distractor	tipbi	teeslee	teeslee.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c6
kebde_distractor	kebde	pahlmah	pahlmah.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c6
tudpu_distractor	tudpu	taimsai	taimsai.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c6
gotga_distractor	gotga	kohtkei	kohtkei.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c6
pobby_distractor	pobby	sohlloo	sohlloo.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c6
datko_distractor	datko	meitpoh	meitpoh.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c6
depbu_distractor	depbu	mahslai	mahslai.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c6
pydpe_distractor	pydpe	soomsah	soomsah.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c6
bypdi_distractor	bypdi	loosmee	loosmee.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c6
tikbu_distractor	tikbu	teeplai	teeplai.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c6
gydky_distractor	gydky	koompoo	koompoo.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c6
gibta_distractor	gibta	keeltei	keeltei.wav	distractor	0	0	0	0	0	0	0	0	rsrsr	c6
badge_distractor	badge	leimkah	leimkah.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c6
kaggu_distractor	kaggu	peikkai	peikkai.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c6
pykdo_distractor	pykdo	soopmoh	soopmoh.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c6
dekbu_distractor	dekbu	mahplai	mahplai.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c6
kotty_distractor	kotty	pohttoo	pohttoo.wav	distractor	4	0	0	0	0	0	0	0	rsrsr	c6
