id	item_abstract	item_ortho	audio	item_type	bigram	is_training_word	is_training_root	is_training_residue	root_frequency	residue_frequency	root_extractability	residue_extractability	template	variation
pakdy_train	pakdy	peetkai	peetkai.wav	train	64	1	1	1	4	4	1	1	rrrss	a8
digga_train	digga	koommee	koommee.wav	train	16	1	1	1	4	1	1	1	rrrss	a8
gidte_train	gidte	mooklah	mooklah.wav	train	4	1	1	1	1	4	1	1	rrrss	a8
kudky_train	kudky	teiktai	teiktai.wav	train	1	1	1	1	1	1	0	0	rrrss	a8
batda_train	batda	seelkee	seelkee.wav	train	1	1	1	1	1	1	0	0	rrrss	a8
gekbe_train	gekbe	mahtsah	mahtsah.wav	train	1	1	1	1	1	1	0	0	rrrss	a8
pybgy_train	pybgy	paismai	paismai.wav	train	1	1	1	1	1	1	0	0	rrrss	a8
tagti_train	tagti	leemloo	leemloo.wav	train	1	1	1	1	1	1	0	0	rrrss	a8
kibpu_train	kibpu	toospei	toospei.wav	train	1	1	1	1	1	1	0	0	rrrss	a8
pegko_train	pegko	pahmtoh	pahmtoh.wav	train	1	1	1	1	1	1	0	0	rrrss	a8
keptu_train	keptu	tahplei	tahplei.wav	train	16	1	1	1	4	1	1	1	rrrss	a8
topgu_train	topgu	lohpmei	lohpmei.wav	train	4	1	1	1	1	4	1	1	rrrss	a8
butpi_train	butpi	seilpoo	seilpoo.wav	train	16	1	1	1	4	1	1	1	rrrss	a8
dotbi_train	dotbi	kohlsoo	kohlsoo.wav	train	4	1	1	1	1	4	1	1	rrrss	a8
bykka_train	bykka	saittee	saittee.wav	train	4	1	1	1	1	4	1	1	rrrss	a8
tydde_train	tydde	laikkah	laikkah.wav	train	16	1	1	1	4	1	1	1	rrrss	a8
gobbo_train	gobbo	mohssoh	mohssoh.wav	train	16	1	1	1	4	1	1	1	rrrss	a8
duppo_train	duppo	keippoh	keippoh.wav	train	4	1	1	1	1	4	1	1	rrrss	a8
pakte_train	pakte	peetlah	peetlah.wav	train	64	1	1	1	4	4	1	1	rrrss	a8
digdy_train	digdy	koomkai	koomkai.wav	train	64	1	1	1	4	4	1	1	rrrss	a8
pakgu_train	pakgu	peetmei	peetmei.wav	train	64	1	1	1	4	4	1	1	rrrss	a8
kepdy_train	kepdy	tahpkai	tahpkai.wav	train	64	1	1	1	4	4	1	1	rrrss	a8
pakpo_train	pakpo	peetpoh	peetpoh.wav	train	64	1	1	1	4	4	1	1	rrrss	a8
gobdy_train	gobdy	mohskai	mohskai.wav	train	64	1	1	1	4	4	1	1	rrrss	a8
digbi_train	digbi	koomsoo	koomsoo.wav	train	64	1	1	1	4	4	1	1	rrrss	a8
butte_train	butte	seillah	seillah.wav	train	64	1	1	1	4	4	1	1	rrrss	a8
digpo_train	digpo	koompoh	koompoh.wav	train	64	1	1	1	4	4	1	1	rrrss	a8
gobte_train	gobte	mohslah	mohslah.wav	train	64	1	1	1	4	4	1	1	rrrss	a8
kepbi_train	kepbi	tahpsoo	tahpsoo.wav	train	64	1	1	1	4	4	1	1	rrrss	a8
butgu_train	butgu	seilmei	seilmei.wav	train	64	1	1	1	4	4	1	1	rrrss	a8
kepka_train	kepka	tahptee	tahptee.wav	train	64	1	1	1	4	4	1	1	rrrss	a8
tydgu_train	tydgu	laikmei	laikmei.wav	train	64	1	1	1	4	4	1	1	rrrss	a8
butka_train	butka	seiltee	seiltee.wav	train	64	1	1	1	4	4	1	1	rrrss	a8
tydbi_train	tydbi	laiksoo	laiksoo.wav	train	64	1	1	1	4	4	1	1	rrrss	a8
gobka_train	gobka	mohstee	mohstee.wav	train	64	1	1	1	4	4	1	1	rrrss	a8
tydpo_train	tydpo	laikpoh	laikpoh.wav	train	64	1	1	1	4	4	1	1	rrrss	a8
pakdy_test	pakdy	peetkai	peetkai.wav	test	64	1	1	1	4	4	1	1	rrrss	a8
digga_test	digga	koommee	koommee.wav	test	16	1	1	1	4	1	1	1	rrrss	a8
gidte_test	gidte	mooklah	mooklah.wav	test	4	1	1	1	1	4	1	1	rrrss	a8
kudky_test	kudky	teiktai	teiktai.wav	test	1	1	1	1	1	1	0	0	rrrss	a8
kepgu_test	kepgu	tahpmei	tahpmei.wav	test	64	0	1	1	4	4	1	1	rrrss	a8
butde_test	butde	seilkah	seilkah.wav	test	16	0	1	1	4	1	1	1	rrrss	a8
bykbi_test	bykbi	saitsoo	saitsoo.wav	test	4	0	1	1	1	4	1	1	rrrss	a8
gobbe_test	gobbe	mohssah	mohssah.wav	test	16	0	1	1	4	1	1	0	rrrss	a8
batpo_test	batpo	seelpoh	seelpoh.wav	test	4	0	1	1	1	4	0	1	rrrss	a8
tydge_test	tydge	laikmah	laikmah.wav	test	16	0	1	0	4	0	1	0	rrrss	a8
